emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,risk_category
,,NV,MORTGAGE,76000.0,Not Verified,14.62,,,,0.0,,2009.0,2.0,15.0,14.0,368543.0,24135.0,0.0,0.0,,0.0,0.0,2.0,9.0,12.0,14.0,0.0,0.0,5.0,56300.0,11.0,11.0,5.0,2.0,100.0,0.0,0.0,debt_consolidation,individual,6000.0,36.0,6.72,184.5,A,A3,Jan-2018,Current,whole,Cash,5391.31,736.88,608.69,128.19,0.0,Low
program manager,10.0,CO,RENT,188000.0,Not Verified,11.64,,,,0.0,,2005.0,1.0,26.0,24.0,80444.0,45181.0,0.0,0.0,,0.0,0.0,2.0,10.0,6.0,24.0,0.0,0.0,15.0,28500.0,22.0,22.0,20.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,5.31,301.11,A,A1,Feb-2018,Current,whole,DirectPay,8965.72,1201.49,1034.28,167.21,0.0,Low
deputy assessor ,8.0,WV,MORTGAGE,50000.0,Verified,12.15,,,,0.0,80.0,2007.0,8.0,27.0,13.0,97664.0,21687.0,0.0,1.0,,0.0,0.0,1.0,3.0,10.0,13.0,0.0,0.0,4.0,25600.0,21.0,11.0,4.0,2.0,96.2,0.0,1.0,debt_consolidation,individual,25000.0,36.0,9.93,805.86,B,B2,Jan-2018,Current,fractional,Cash,21955.1,4015.51,3044.9,970.61,0.0,Low
service tech,10.0,MD,OWN,58000.0,Source Verified,12.58,,,,0.0,43.0,2004.0,0.0,22.0,10.0,37300.0,14770.0,0.0,0.0,43.0,0.0,0.0,0.0,3.0,,10.0,0.0,0.0,4.0,17000.0,14.0,9.0,6.0,2.0,86.4,0.0,0.0,debt_consolidation,individual,10000.0,36.0,9.92,322.3,B,B2,Mar-2018,Current,whole,Cash,9275.14,961.39,724.86,236.53,0.0,Low
senior technically writer,1.0,VA,RENT,105000.0,Not Verified,16.73,,,,0.0,,1990.0,0.0,6.0,6.0,63600.0,53168.0,0.0,0.0,,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,4.0,51100.0,5.0,5.0,4.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,6000.0,36.0,9.93,193.41,B,B2,Feb-2018,Current,fractional,Cash,5417.78,768.68,582.22,186.46,0.0,Low
rn,10.0,VA,MORTGAGE,114000.0,Verified,28.13,,,,1.0,15.0,2001.0,1.0,28.0,17.0,451597.0,88594.0,0.0,0.0,15.0,0.0,0.0,6.0,8.0,12.0,17.0,0.0,0.0,2.0,33000.0,14.0,10.0,8.0,5.0,96.4,0.0,0.0,credit_card,individual,20000.0,60.0,14.07,466.1,C,C3,Mar-2018,Current,whole,Cash,19297.02,1367.03,702.98,664.05,0.0,Low
escrow manager,10.0,CA,MORTGAGE,150000.0,Source Verified,7.89,,,,0.0,,1992.0,1.0,22.0,8.0,96633.0,43253.0,0.0,0.0,,0.0,0.0,2.0,6.0,2.0,8.0,0.0,0.0,4.0,54000.0,18.0,6.0,4.0,0.0,100.0,0.0,0.0,medical,individual,15000.0,36.0,7.97,469.84,A,A5,Feb-2018,Current,whole,Cash,13504.32,1866.08,1495.68,370.4,0.0,Low
quality control,0.0,PA,MORTGAGE,69000.0,Not Verified,15.42,,,,0.0,75.0,2003.0,0.0,37.0,8.0,291176.0,33890.0,0.0,0.0,,0.0,0.0,2.0,3.0,14.0,8.0,0.0,0.0,2.0,57700.0,23.0,5.0,3.0,2.0,94.3,0.0,0.0,debt_consolidation,individual,20000.0,36.0,5.31,602.21,A,A1,Mar-2018,Current,fractional,Cash,18452.04,1800.73,1547.96,252.77,0.0,Low
medical billing account rep,10.0,FL,MORTGAGE,30000.0,Not Verified,32.4,,,,0.0,27.0,2005.0,1.0,27.0,23.0,69244.0,23425.0,0.0,0.0,38.0,0.0,0.0,1.0,4.0,10.0,21.0,,0.0,5.0,16850.0,23.0,20.0,15.0,0.0,93.0,0.0,0.0,debt_consolidation,individual,10500.0,60.0,9.93,222.74,B,B2,Feb-2018,Current,whole,Cash,9949.81,885.17,550.19,334.98,0.0,Low
truck driver,5.0,IL,MORTGAGE,60000.0,Source Verified,17.28,,,,0.0,,2002.0,2.0,16.0,13.0,47882.0,36724.0,0.0,1.0,,0.0,295.0,2.0,8.0,5.0,13.0,0.0,0.0,6.0,12300.0,13.0,11.0,8.0,1.0,100.0,0.0,1.0,credit_card,individual,11400.0,60.0,14.08,265.74,C,C3,Jan-2018,Current,whole,Cash,10862.71,1098.63,537.29,561.34,0.0,Low
general manager,5.0,NH,MORTGAGE,74000.0,Not Verified,32.06,,,,0.0,,1999.0,0.0,15.0,9.0,384554.0,63783.0,0.0,0.0,,0.0,0.0,3.0,1.0,16.0,9.0,0.0,0.0,5.0,66400.0,7.0,5.0,5.0,3.0,100.0,0.0,0.0,car,individual,5500.0,36.0,12.61,184.29,C,C1,Mar-2018,Current,fractional,Cash,5116.52,549.02,383.48,165.54,0.0,Low
bartender,0.0,UT,RENT,25000.0,Source Verified,3.7,,,,1.0,14.0,1972.0,1.0,6.0,4.0,1900.0,807.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,1200.0,6.0,4.0,3.0,0.0,66.7,0.0,0.0,debt_consolidation,individual,5000.0,36.0,12.62,167.56,C,C1,Jan-2018,Current,fractional,Cash,4412.9,829.04,587.1,241.94,0.0,Low
,,DE,OWN,32000.0,Source Verified,22.09,,,,0.0,34.0,1998.0,6.0,13.0,6.0,30649.0,24714.0,0.0,0.0,34.0,0.0,0.0,3.0,7.0,1.0,6.0,0.0,0.0,2.0,2500.0,4.0,3.0,3.0,3.0,76.9,0.0,0.0,other,individual,9600.0,36.0,17.47,344.52,D,D1,Mar-2018,Current,whole,Cash,8976.73,1014.93,623.27,391.66,0.0,Low
interpreter/translator/school enrolment ,0.0,MA,RENT,31000.0,Source Verified,16.26,,,,0.0,56.0,2009.0,2.0,32.0,21.0,43430.0,14955.0,0.0,0.0,60.0,0.0,0.0,1.0,11.0,9.0,21.0,0.0,0.0,8.0,22000.0,24.0,20.0,10.0,0.0,100.0,0.0,0.0,other,individual,15000.0,36.0,12.62,502.67,C,C1,Jan-2018,Current,fractional,Cash,13238.74,2502.83,1761.26,741.57,0.0,Low
accounts receivable manager,3.0,NJ,RENT,64000.0,Source Verified,8.72,,,,0.0,,2010.0,0.0,5.0,5.0,49500.0,19719.0,0.0,0.0,,0.0,0.0,1.0,1.0,15.0,5.0,0.0,0.0,2.0,25000.0,4.0,4.0,2.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,6.71,307.45,A,A3,Mar-2018,Current,whole,Cash,9241.17,914.89,758.83,156.06,0.0,Low
asst to the director of theatre,3.0,KY,RENT,24000.0,Source Verified,16.3,,,,0.0,,2011.0,1.0,11.0,11.0,54966.0,42068.0,0.0,0.0,,0.0,0.0,9.0,3.0,1.0,11.0,0.0,0.0,1.0,10000.0,2.0,2.0,1.0,0.0,100.0,0.0,0.0,major_purchase,individual,10450.0,60.0,19.42,273.5,D,D3,Mar-2018,Current,whole,Cash,9609.03,1297.95,840.97,456.98,0.0,Low
rn,2.0,NC,MORTGAGE,77000.0,Source Verified,16.04,,,,0.0,,2012.0,3.0,23.0,16.0,188426.0,59514.0,0.0,0.0,,0.0,0.0,5.0,8.0,1.0,16.0,0.0,0.0,2.0,14800.0,11.0,10.0,2.0,1.0,100.0,0.0,0.0,credit_card,individual,7200.0,36.0,12.62,241.29,C,C1,Feb-2018,Current,whole,Cash,6527.2,960.11,672.8,287.31,0.0,Low
warehouse,10.0,FL,MORTGAGE,31000.0,Not Verified,28.42,81065.0,Not Verified,25.59,0.0,,2001.0,0.0,15.0,8.0,190216.0,24861.0,0.0,0.0,,0.0,0.0,1.0,0.0,,8.0,0.0,0.0,4.0,20300.0,7.0,6.0,6.0,4.0,100.0,0.0,0.0,debt_consolidation,joint,35000.0,60.0,14.08,815.85,C,C3,Jan-2018,Current,whole,Cash,32925.97,4119.53,2074.03,2045.5,0.0,Low
,,OR,RENT,13930.0,Verified,21.94,,,,0.0,,2010.0,1.0,11.0,6.0,13450.0,4212.0,0.0,0.0,,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,3.0,2700.0,10.0,5.0,4.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,4200.0,36.0,10.91,137.33,B,B4,Jan-2018,Current,fractional,Cash,3695.17,672.66,504.83,167.83,0.0,Low
operations manager,0.0,OH,RENT,60000.0,Verified,19.22,,,,0.0,,2007.0,3.0,23.0,14.0,69357.0,68594.0,0.0,0.0,,0.0,0.0,9.0,2.0,6.0,14.0,0.0,0.0,3.0,10600.0,4.0,4.0,4.0,0.0,100.0,0.0,0.0,other,individual,2400.0,36.0,17.47,86.13,D,D1,Feb-2018,Current,whole,Cash,2244.18,256.06,155.82,100.24,0.0,Low
administrative assistant,9.0,TX,MORTGAGE,41787.0,Verified,37.74,,,,0.0,,1992.0,1.0,32.0,11.0,42639.0,36441.0,0.0,0.0,,0.0,0.0,2.0,7.0,5.0,11.0,0.0,0.0,8.0,22300.0,17.0,9.0,9.0,1.0,100.0,0.0,0.0,credit_card,individual,12800.0,36.0,18.06,463.14,D,D2,Jan-2018,Current,whole,Cash,11693.32,1871.83,1106.68,765.15,0.0,Low
composite tehnician,4.0,CA,MORTGAGE,45000.0,Verified,15.44,100000.0,Verified,16.37,0.0,,2005.0,2.0,31.0,18.0,215675.0,13559.0,0.0,1.0,,0.0,0.0,2.0,13.0,9.0,18.0,0.0,0.0,5.0,20700.0,21.0,15.0,6.0,2.0,100.0,0.0,1.0,other,joint,8000.0,36.0,16.02,281.34,C,C5,Jan-2018,Current,fractional,Cash,7103.69,1392.46,896.31,496.15,0.0,Low
pta,0.0,OK,MORTGAGE,77000.0,Verified,18.39,,,,0.0,37.0,2001.0,3.0,11.0,7.0,174300.0,31663.0,0.0,0.0,,0.0,542.0,3.0,4.0,1.0,7.0,0.0,0.0,2.0,12400.0,5.0,3.0,3.0,1.0,90.0,0.0,0.0,debt_consolidation,individual,30000.0,36.0,19.03,1100.14,D,D3,Feb-2018,Current,fractional,Cash,27442.4,4368.84,2557.6,1811.24,0.0,Low
service director,1.0,PA,MORTGAGE,72000.0,Source Verified,27.23,,,,0.0,36.0,2001.0,7.0,21.0,13.0,158659.0,65964.0,0.0,1.0,,0.0,0.0,5.0,8.0,0.0,13.0,0.0,0.0,2.0,7900.0,8.0,7.0,4.0,1.0,95.2,0.0,1.0,debt_consolidation,individual,7000.0,36.0,12.62,234.58,C,C1,Jan-2018,Current,fractional,Cash,6178.08,1163.08,821.92,341.16,0.0,Low
it support,8.0,TX,MORTGAGE,165000.0,Source Verified,11.14,,,,0.0,,2000.0,2.0,24.0,8.0,103527.0,70510.0,0.0,0.0,,0.0,0.0,2.0,5.0,12.0,8.0,0.0,0.0,3.0,43500.0,9.0,6.0,4.0,2.0,100.0,0.0,0.0,other,individual,25000.0,36.0,6.07,761.35,A,A2,Feb-2018,Current,whole,Cash,22441.1,3036.97,2558.9,478.07,0.0,Low
senior accounts payable clerk,10.0,FL,MORTGAGE,43000.0,Source Verified,1.56,,,,0.0,,1984.0,3.0,30.0,15.0,45100.0,860.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,3.0,35600.0,21.0,15.0,3.0,2.0,100.0,0.0,0.0,home_improvement,individual,40000.0,60.0,9.43,838.71,B,B1,Mar-2018,Current,whole,Cash,37877.63,3220.14,2122.37,1097.77,0.0,Low
master driver,10.0,VA,MORTGAGE,90000.0,Verified,17.44,,,,0.0,,1999.0,1.0,32.0,10.0,524622.0,87687.0,0.0,0.0,,0.0,0.0,2.0,3.0,12.0,10.0,0.0,0.0,3.0,63500.0,14.0,7.0,3.0,4.0,100.0,0.0,0.0,debt_consolidation,individual,24000.0,60.0,10.42,514.91,B,B3,Jan-2018,Current,whole,Cash,22440.6,2505.09,1559.4,945.69,0.0,Low
teacher,10.0,SD,OWN,95000.0,Not Verified,11.45,,,,0.0,,1975.0,2.0,40.0,10.0,73740.0,14461.0,0.0,1.0,,0.0,0.0,1.0,6.0,3.0,10.0,0.0,0.0,5.0,29600.0,23.0,9.0,8.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,5000.0,36.0,7.96,156.59,A,A5,Mar-2018,Current,whole,Cash,4627.27,465.35,372.73,92.62,0.0,Low
physician assistant,10.0,MO,MORTGAGE,152000.0,Not Verified,21.09,,,,0.0,48.0,2001.0,5.0,44.0,18.0,476029.0,121076.0,0.0,0.0,,0.0,0.0,3.0,9.0,2.0,18.0,0.0,0.0,4.0,170900.0,27.0,13.0,6.0,4.0,97.7,0.0,0.0,small_business,individual,40000.0,60.0,13.59,922.25,C,C2,Jan-2018,Current,whole,Cash,37600.0,4550.85,2400.0,2150.85,0.0,Low
credit analyst,2.0,IL,MORTGAGE,49500.0,Source Verified,34.86,,,,0.0,,2006.0,1.0,35.0,14.0,241110.0,159851.0,0.0,0.0,,0.0,0.0,6.0,8.0,2.0,14.0,0.0,0.0,3.0,26700.0,8.0,7.0,5.0,1.0,100.0,0.0,0.0,credit_card,individual,15000.0,60.0,15.04,357.17,C,C4,Mar-2018,Current,whole,Cash,14486.1,996.32,513.9,482.42,0.0,Low
rca,5.0,TX,OWN,32000.0,Source Verified,13.77,,,,0.0,36.0,2004.0,1.0,21.0,15.0,37596.0,18294.0,0.0,0.0,36.0,0.0,1176.0,7.0,9.0,12.0,15.0,0.0,0.0,3.0,11800.0,13.0,8.0,6.0,0.0,76.2,0.0,0.0,home_improvement,individual,5000.0,36.0,12.61,167.54,C,C1,Mar-2018,Current,whole,Cash,4651.37,499.12,348.63,150.49,0.0,Low
cabinet maker/installer,8.0,FL,RENT,78000.0,Source Verified,9.61,,,,0.0,58.0,1996.0,3.0,21.0,15.0,48354.0,40982.0,0.0,1.0,58.0,0.0,1358.0,8.0,3.0,4.0,15.0,0.0,0.0,5.0,11900.0,8.0,7.0,6.0,1.0,68.4,0.0,1.0,credit_card,individual,7000.0,36.0,7.96,219.23,A,A5,Mar-2018,Current,whole,DirectPay,6478.16,654.59,521.84,132.75,0.0,Low
benefits representative,2.0,AZ,RENT,52000.0,Source Verified,24.39,,,,0.0,,2004.0,4.0,23.0,9.0,86360.0,47451.0,0.0,0.0,,0.0,8003.0,4.0,3.0,2.0,9.0,0.0,0.0,1.0,24500.0,11.0,5.0,1.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,17450.0,60.0,13.58,402.25,C,C2,Mar-2018,Current,whole,Cash,16828.69,1219.92,621.31,598.61,0.0,Low
mechanic,10.0,NY,MORTGAGE,147000.0,Source Verified,5.16,,,,0.0,56.0,2005.0,6.0,11.0,8.0,386381.0,23551.0,0.0,0.0,,0.0,0.0,1.0,6.0,1.0,8.0,0.0,0.0,5.0,20500.0,6.0,6.0,6.0,1.0,81.8,0.0,0.0,debt_consolidation,individual,30000.0,60.0,16.01,729.71,C,C5,Mar-2018,Current,whole,Cash,29336.68,1432.74,663.32,769.42,0.0,Low
superintendent -customer operations,10.0,NJ,OWN,140000.0,Verified,28.53,,,,0.0,,1983.0,1.0,40.0,14.0,454500.0,177350.0,0.0,0.0,,0.0,0.0,1.0,5.0,6.0,14.0,0.0,0.0,7.0,77500.0,23.0,12.0,11.0,3.0,100.0,0.0,0.0,debt_consolidation,individual,15000.0,36.0,22.91,579.95,E,E1,Feb-2018,Current,fractional,Cash,13791.64,2281.62,1208.36,1073.26,0.0,Low
teller,5.0,IL,RENT,50000.0,Not Verified,20.74,,,,0.0,,2002.0,8.0,39.0,28.0,128476.0,16061.0,0.0,0.0,,0.0,0.0,1.0,7.0,1.0,28.0,0.0,0.0,9.0,60000.0,32.0,27.0,14.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,20000.0,36.0,7.97,626.46,A,A5,Jan-2018,Current,whole,Cash,17499.09,3110.16,2500.91,609.25,0.0,Low
,,MN,RENT,55000.0,Not Verified,12.22,,,,4.0,19.0,2000.0,3.0,22.0,16.0,26500.0,10994.0,0.0,1.0,19.0,0.0,0.0,0.0,4.0,2.0,16.0,0.0,0.0,4.0,7600.0,22.0,16.0,13.0,0.0,85.7,0.0,1.0,debt_consolidation,individual,15000.0,60.0,18.06,381.4,D,D2,Jan-2018,Current,whole,Cash,14197.97,1891.95,802.03,1089.92,0.0,Low
territory manager,3.0,TX,MORTGAGE,190000.0,Not Verified,15.84,,,,0.0,,2000.0,0.0,15.0,10.0,619105.0,84019.0,0.0,0.0,,0.0,0.0,2.0,5.0,18.0,10.0,0.0,0.0,3.0,62000.0,9.0,6.0,5.0,2.0,100.0,0.0,0.0,debt_consolidation,individual,12000.0,36.0,6.08,365.5,A,A2,Jan-2018,Current,whole,Cash,10771.9,1474.16,1228.1,246.06,0.0,Low
sr engineer,10.0,CO,RENT,126000.0,Source Verified,3.82,,,,0.0,,2003.0,0.0,9.0,3.0,49529.0,7020.0,0.0,0.0,,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,1.0,27200.0,5.0,2.0,1.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,16500.0,36.0,5.32,496.9,A,A1,Feb-2018,Current,whole,Cash,14793.69,1982.72,1706.31,276.41,0.0,Low
office manager,10.0,MA,MORTGAGE,95000.0,Not Verified,15.48,,,,0.0,,2010.0,2.0,18.0,13.0,277964.0,47779.0,0.0,1.0,,0.0,0.0,3.0,9.0,7.0,13.0,0.0,0.0,6.0,39100.0,10.0,9.0,7.0,1.0,100.0,0.0,1.0,debt_consolidation,individual,19200.0,36.0,5.32,578.21,A,A1,Feb-2018,Current,whole,DirectPay,17214.48,2307.17,1985.52,321.65,0.0,Low
petroleum operator ,10.0,NJ,MORTGAGE,80000.0,Source Verified,14.16,,,,0.0,,2009.0,2.0,19.0,11.0,285387.0,22788.0,0.0,0.0,,0.0,0.0,2.0,3.0,1.0,11.0,0.0,0.0,6.0,32500.0,11.0,8.0,6.0,2.0,100.0,0.0,0.0,major_purchase,individual,7050.0,36.0,9.93,227.26,B,B2,Jan-2018,Current,whole,Cash,6191.3,1132.41,858.7,273.71,0.0,Low
owner,10.0,MN,MORTGAGE,23000.0,Verified,49.58,98000.0,Verified,19.87,0.0,59.0,1994.0,2.0,31.0,11.0,44927.0,29553.0,0.0,1.0,59.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,7.0,14700.0,17.0,10.0,7.0,2.0,96.0,0.0,1.0,credit_card,joint,15000.0,60.0,20.0,397.41,D,D4,Feb-2018,Current,whole,Cash,14395.45,1572.97,604.55,968.42,0.0,Low
project manager,10.0,NY,OWN,66000.0,Not Verified,13.27,169000.0,Not Verified,16.56,0.0,50.0,1990.0,0.0,11.0,7.0,65475.0,60327.0,0.0,0.0,,0.0,0.0,1.0,2.0,17.0,7.0,0.0,0.0,3.0,20800.0,9.0,6.0,5.0,1.0,81.8,0.0,0.0,debt_consolidation,joint,11200.0,36.0,15.05,388.53,C,C4,Feb-2018,Current,whole,Cash,10188.92,1535.39,1011.08,524.31,0.0,Low
driver/crane opeator,5.0,IL,RENT,60000.0,Source Verified,16.72,,,,0.0,,2012.0,13.0,11.0,11.0,242220.0,30552.0,0.0,0.0,,0.0,0.0,2.0,7.0,4.0,11.0,0.0,0.0,6.0,15600.0,8.0,8.0,7.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,8000.0,36.0,7.96,250.55,A,A5,Mar-2018,Current,whole,Cash,7403.61,744.57,596.39,148.18,0.0,Low
audit manager,0.0,TX,MORTGAGE,101000.0,Source Verified,18.5,,,,1.0,5.0,2005.0,2.0,41.0,15.0,343573.0,39168.0,0.0,0.0,5.0,0.0,0.0,4.0,8.0,11.0,15.0,0.0,0.0,4.0,20000.0,26.0,10.0,5.0,2.0,95.1,0.0,0.0,debt_consolidation,individual,20000.0,60.0,26.77,607.97,E,E5,Mar-2018,Current,whole,Cash,19503.68,1764.42,496.32,1268.1,0.0,Low
cfo,4.0,TN,MORTGAGE,113000.0,Not Verified,15.28,,,,0.0,,2002.0,6.0,29.0,21.0,795794.0,78028.0,0.0,1.0,,0.0,0.0,9.0,7.0,0.0,21.0,0.0,0.0,4.0,16600.0,13.0,10.0,7.0,3.0,100.0,0.0,1.0,home_improvement,individual,10800.0,60.0,9.44,226.51,B,B1,Jan-2018,Current,whole,Cash,10081.03,1126.89,718.97,407.92,0.0,Low
qa auditor,10.0,NH,MORTGAGE,61000.0,Not Verified,19.05,,,,0.0,58.0,1998.0,9.0,41.0,11.0,141543.0,42210.0,0.0,0.0,58.0,0.0,15599.0,2.0,3.0,2.0,11.0,0.0,0.0,1.0,3000.0,27.0,8.0,4.0,3.0,87.8,0.0,0.0,debt_consolidation,individual,7200.0,36.0,13.59,244.65,C,C2,Feb-2018,Current,whole,Cash,6536.39,1003.07,663.61,339.46,0.0,Low
line cook,1.0,SC,RENT,28000.0,Source Verified,26.96,,,,0.0,,2011.0,0.0,11.0,10.0,28300.0,13329.0,0.0,0.0,,0.0,0.0,1.0,0.0,19.0,10.0,0.0,0.0,5.0,7900.0,10.0,9.0,8.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,12000.0,36.0,15.04,416.22,C,C4,Mar-2018,Current,fractional,Cash,11192.5,1228.61,807.5,421.11,0.0,Low
supervisor of technical trades,2.0,NY,MORTGAGE,75000.0,Not Verified,21.63,,,,0.0,,2004.0,2.0,27.0,17.0,213035.0,79897.0,0.0,0.0,,0.0,0.0,2.0,7.0,5.0,17.0,0.0,0.0,4.0,46900.0,19.0,14.0,7.0,3.0,100.0,0.0,0.0,credit_card,individual,20000.0,36.0,5.31,602.21,A,A1,Mar-2018,Current,whole,DirectPay,18452.04,1800.73,1547.96,252.77,0.0,Low
crew chief ,2.0,FL,MORTGAGE,44000.0,Verified,24.77,,,,0.0,,2011.0,8.0,16.0,9.0,56476.0,40706.0,0.0,0.0,,0.0,167.0,3.0,7.0,3.0,9.0,0.0,0.0,2.0,9500.0,8.0,6.0,5.0,0.0,100.0,0.0,0.0,home_improvement,individual,7200.0,36.0,14.08,246.36,C,C3,Feb-2018,Fully Paid,whole,Cash,0.0,7518.1804182483,7200.0,318.18,0.0,Unknown
owner,2.0,TX,RENT,60000.0,Source Verified,18.36,,,,0.0,,2011.0,2.0,15.0,5.0,36564.0,20307.0,0.0,0.0,,0.0,110.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,600.0,2.0,2.0,2.0,0.0,100.0,0.0,0.0,small_business,individual,6000.0,36.0,13.59,203.88,C,C2,Jan-2018,Current,fractional,Cash,5304.78,1014.87,695.22,319.65,0.0,Low
bus operator ,10.0,TX,RENT,47000.0,Not Verified,18.92,,,,0.0,,2004.0,0.0,22.0,8.0,24823.0,11443.0,0.0,0.0,,0.0,0.0,3.0,5.0,17.0,8.0,0.0,0.0,3.0,8300.0,7.0,5.0,3.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,5000.0,36.0,7.97,156.62,A,A5,Feb-2018,Current,whole,Cash,4501.41,622.05,498.59,123.46,0.0,Low
web developer,2.0,FL,RENT,58000.0,Source Verified,14.66,,,,0.0,,2014.0,2.0,15.0,9.0,101890.0,43411.0,0.0,0.0,,0.0,0.0,3.0,7.0,4.0,9.0,0.0,0.0,1.0,36600.0,7.0,6.0,3.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,16000.0,60.0,9.93,339.41,B,B2,Jan-2018,Current,whole,Cash,14947.68,1688.22,1052.32,635.9,0.0,Low
educator,10.0,AL,MORTGAGE,55000.0,Source Verified,29.58,,,,0.0,62.0,1996.0,0.0,30.0,14.0,245213.0,27408.0,0.0,0.0,62.0,0.0,0.0,5.0,3.0,17.0,14.0,0.0,0.0,3.0,22300.0,14.0,7.0,6.0,4.0,93.3,0.0,0.0,debt_consolidation,individual,15600.0,36.0,6.08,475.15,A,A2,Jan-2018,Current,whole,Cash,13599.28,2370.48,2000.72,369.76,0.0,Low
,,WY,RENT,31812.0,Not Verified,37.83,,,,0.0,,2000.0,0.0,16.0,8.0,58700.0,38487.0,0.0,0.0,,0.0,0.0,0.0,1.0,,8.0,0.0,0.0,6.0,48400.0,15.0,7.0,6.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,60.0,21.85,275.34,D,D5,Feb-2018,Current,whole,Cash,9715.1,838.16,284.9,553.26,0.0,Low
construction manager ,5.0,CA,RENT,95000.0,Source Verified,13.49,,,,1.0,14.0,1999.0,2.0,18.0,9.0,66559.0,47029.0,0.0,0.0,58.0,0.0,826.0,1.0,8.0,6.0,9.0,0.0,0.0,1.0,2100.0,13.0,7.0,6.0,0.0,83.3,0.0,0.0,moving,individual,10000.0,36.0,10.42,324.65,B,B3,Feb-2018,Current,whole,Cash,9036.27,1287.02,963.73,323.29,0.0,Low
education specialist,0.0,PA,MORTGAGE,65000.0,Source Verified,29.36,,,,7.0,15.0,2000.0,0.0,14.0,12.0,86480.0,66933.0,0.0,0.0,,0.0,0.0,9.0,0.0,,12.0,0.0,0.0,3.0,34900.0,4.0,3.0,3.0,0.0,50.0,0.0,0.0,debt_consolidation,individual,30000.0,36.0,17.47,1076.62,D,D1,Mar-2018,Current,whole,Cash,28052.31,3200.74,1947.69,1253.05,0.0,Low
ceo,4.0,CA,RENT,250000.0,Source Verified,1.12,,,,0.0,75.0,2000.0,0.0,12.0,9.0,27800.0,5459.0,0.0,0.0,,0.0,0.0,0.0,3.0,19.0,9.0,0.0,0.0,5.0,20200.0,10.0,8.0,6.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,30000.0,36.0,10.9,980.75,B,B4,Mar-2018,Current,whole,Cash,28577.07,1925.17,1422.93,502.24,0.0,Low
account administrator,10.0,CO,MORTGAGE,55200.0,Not Verified,18.67,,,,0.0,,2000.0,0.0,25.0,12.0,206967.0,57403.0,0.0,0.0,,0.0,0.0,7.0,4.0,,12.0,0.0,0.0,3.0,26400.0,9.0,4.0,3.0,5.0,100.0,0.0,0.0,credit_card,individual,16000.0,36.0,6.08,487.34,A,A2,Jan-2018,Current,whole,Cash,13947.94,2425.89,2052.06,373.83,0.0,Low
driver,10.0,NY,RENT,42000.0,Not Verified,25.23,,,,1.0,22.0,1999.0,1.0,23.0,9.0,55732.0,29882.0,0.0,0.0,22.0,0.0,0.0,2.0,5.0,6.0,9.0,0.0,0.0,1.0,11500.0,15.0,7.0,2.0,0.0,95.7,0.0,0.0,credit_card,individual,20000.0,36.0,12.61,670.13,C,C1,Mar-2018,Current,whole,Cash,18605.56,1982.37,1394.44,587.93,0.0,Low
